"bedrooms","bathrooms","floors","waterfront","view","condition","grade","lat","long","dist_stop","ncult","age","since_renovated","m2_living","m2_lot","m2_above","m2_basement","m2_living15","m2_lot15","price_log","zipcode98002","zipcode98003","zipcode98004","zipcode98005","zipcode98006","zipcode98007","zipcode98008","zipcode98010","zipcode98011","zipcode98014","zipcode98019","zipcode98022","zipcode98023","zipcode98024","zipcode98027","zipcode98028","zipcode98029","zipcode98030","zipcode98031","zipcode98032","zipcode98033","zipcode98034","zipcode98038","zipcode98039","zipcode98040","zipcode98042","zipcode98045","zipcode98052","zipcode98053","zipcode98055","zipcode98056","zipcode98058","zipcode98059","zipcode98065","zipcode98070","zipcode98072","zipcode98074","zipcode98075","zipcode98077","zipcode98092","zipcode98102","zipcode98103","zipcode98105","zipcode98106","zipcode98107","zipcode98108","zipcode98109","zipcode98112","zipcode98115","zipcode98116","zipcode98117","zipcode98118","zipcode98119","zipcode98122","zipcode98125","zipcode98126","zipcode98133","zipcode98136","zipcode98144","zipcode98146","zipcode98148","zipcode98155","zipcode98166","zipcode98168","zipcode98177","zipcode98178","zipcode98188","zipcode98198","zipcode98199"
3,2.5,2,0,0,3,9,47.4376,-122.456,477,3,15,15,255.48325,21043.644336,255.48325,0,116.12875,19627.245198,13.6158393628352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.75,1,0,0,3,8,47.6579,-122.197,139,2,40,40,176.5157,817.5464,105.90942,70.60628,211.81884,817.5464,13.4224679698547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,0,0,3,7,47.549,-122.305,355,0,59,59,157.9351,679.492542,92.903,65.0321,185.806,666.671928,12.7293207892947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4.75,2,0,2,3,11,47.5405,-121.868,711,1,14,14,481.23754,1654.695333,378.11521,103.12233,367.89588,1403.114009,13.8878312195439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.5,2,0,0,3,8,47.4891,-122.141,189,1,12,12,259.19937,920.66873,259.19937,0,240.61877,920.66873,13.1577305212416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.5,1,0,0,3,7,47.4327,-122.328,368,0,55,55,109.62554,840.586344,109.62554,0,135.63838,830.738626,12.170445467887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,2,0,0,4,7,47.68,-122.304,383,4,74,42,131.92226,430.605405,131.92226,0,168.15443,430.605405,13.1143312057071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.5,1,0,0,3,7,47.746,-122.294,694,2,61,61,135.63838,1059.744521,135.63838,0,136.56741,1059.744521,12.8505546541088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,1.5,0,0,4,7,47.5737,-122.383,400,3,87,87,140.28353,348.38625,140.28353,0,139.3545,464.515,13.0798733257834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.25,1,0,0,4,8,47.634,-122.101,317,1,48,48,205.31563,932.653217,158.86413,46.4515,192.30921,1018.681395,13.3374747570213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,3,6,47.5381,-122.267,76,6,95,95,72.46434,390.1926,72.46434,0,150.50286,557.418,12.7938593104323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,4,5,47.5242,-121.831,240,6,98,98,102.1933,693.98541,102.1933,0,118.91584,655.430665,12.4292161968444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.5,0,0,3,7,47.6646,-122.339,354,14,105,69,91.04494,286.14124,91.04494,0,134.70935,309.645699,13.2176735572087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1.5,0,0,3,7,47.6988,-122.32,258,7,90,23,120.7739,502.883939,120.7739,0,147.71577,592.72114,13.1918894400529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.75,1.5,0,0,3,6,47.4881,-121.777,1026,1,67,67,170.01249,4451.540148,170.01249,0,186.73503,1220.280905,13.0214374588144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.75,2,0,3,3,8,47.5185,-121.878,241,0,7,7,180.23182,286.884464,164.43831,15.79351,130.99323,216.928505,12.9612317204929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,4,8,47.5919,-122.154,589,2,50,50,154.21898,762.547824,154.21898,0,205.31563,1021.933,13.1021606700868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,2,0,0,3,7,47.3563,-122.149,195,0,34,34,117.98681,835.290873,117.98681,0,117.98681,835.476679,11.8493977015914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,3,7,47.542,-121.792,3644,0,28,28,209.03175,20638.958868,209.03175,0,196.02533,11331.193104,13.0709648143183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,3,7,47.6885,-122.337,46,2,74,74,88.25785,367.89588,88.25785,0,122.63196,376.25715,13.0856993930327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,4,7,47.6827,-122.362,374,25,93,93,165.36734,418.0635,85.47076,79.89658,126.34808,371.612,13.3455069287185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,4,7,47.2951,-122.284,2217,0,53,53,106.83845,911.564236,106.83845,0,111.4836,911.564236,11.6526874073454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.75,2,0,0,3,8,47.5337,-121.867,85,1,16,16,175.58667,365.10879,175.58667,0,195.0963,395.673877,12.8346813049525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,2,7,47.4493,-121.777,4759,0,20,20,135.63838,1066.619343,108.69651,26.94187,143.07062,899.30104,12.1495022940418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,4,7,47.4066,-122.169,592,0,32,32,198.81242,2471.2198,198.81242,0,214.60593,815.967049,12.8076526325646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,3,8,47.6996,-122.308,313,3,64,64,199.74145,787.81744,149.57383,50.16762,150.50286,483.374309,12.8212582846204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,9,47.4597,-122.153,432,0,21,21,254.55422,2090.224597,254.55422,0,251.76713,2090.224597,13.2498766977033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.75,1,0,0,5,3,47.2082,-121.995,247,6,95,95,48.30956,1205.973843,48.30956,0,124.49002,1136.482399,12.4760997827432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,0,0,3,8,47.7301,-121.972,857,0,19,19,259.663885,1402.928203,259.663885,0,255.48325,1353.318001,13.2392571288758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.25,2,0,0,3,7,47.4915,-122.167,278,0,18,18,173.72861,300.07669,173.72861,0,150.50286,312.432789,12.5721036843929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.25,1,0,2,3,6,47.6302,-122.069,1864,0,32,32,204.944018,7620.925993,80.453998,124.49002,240.61877,4926.088672,13.5670491986658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,3,6,47.494,-122.304,177,0,79,79,89.18688,752.5143,75.25143,13.93545,89.18688,1128.77145,12.3544926506484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,1,0,0,3,6,47.5186,-122.375,199,1,66,66,80.82561,464.515,80.82561,0,76.18046,464.515,12.3673407931263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.5,2,0,0,3,9,47.5463,-122.182,358,3,1,1,266.63161,437.758936,266.63161,0,266.63161,628.767504,13.5415591207485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,9,47.2666,-122.015,4913,0,21,21,310.29602,6515.380293,224.82526,85.47076,256.41228,10845.49622,13.0919041699196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,9,47.6455,-121.901,1268,0,9,9,292.64445,2033.925379,292.64445,0,211.81884,2033.275058,13.1806322855283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.5,1,0,0,3,7,47.4752,-121.757,1386,0,30,30,105.90942,1476.22867,78.03852,27.8709,111.4836,1416.492041,12.7218858108072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2.5,1,0,2,4,9,47.3376,-122.324,994,1,50,50,409.70223,1303.800702,218.32205,191.38018,241.5478,1299.527164,13.0647342645677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,3,7,47.6597,-122.345,264,14,105,105,66.89016,232.2575,66.89016,0,141.21256,348.38625,12.9913431149659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,4,7,47.6934,-122.321,206,6,65,65,101.26427,629.417825,78.96755,22.29672,146.78674,535.12128,13.4298480771523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.5,1,0,0,4,8,47.521,-122.179,921,0,53,53,169.08346,1664.635954,110.55457,58.52889,175.58667,1415.934623,12.9713079024844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,2,3,7,47.6304,-122.301,117,4,88,88,111.4836,232.2575,101.26427,10.21933,249.90907,445.9344,13.1382367265606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,3,7,47.6831,-122.379,199,4,107,50,183.01891,473.8053,104.98039,78.03852,116.12875,379.04424,13.2707833825226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,1,0,0,3,9,47.7394,-122.204,372,0,25,25,215.53496,892.79783,160.72219,54.81277,227.61235,892.612024,13.1711535415738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,3,7,47.7362,-122.292,195,0,88,88,174.65764,808.813518,87.32882,87.32882,174.65764,668.9016,12.8889169330942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1,0,0,3,9,47.7219,-122.258,1966,0,55,55,233.18653,3543.413323,233.18653,0,295.43154,1092.53928,13.3046849341983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,4,7,47.5054,-122.19,525,0,57,57,148.6448,680.421572,148.6448,0,132.85129,673.453847,12.7367008965923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,3,6,47.5655,-121.89,268,4,83,83,69.67725,650.321,69.67725,0,102.1933,815.409631,12.4607148639038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.25,2,0,0,3,8,47.5599,-121.911,1989,0,19,19,185.806,20234.2734,185.806,0,206.24466,20234.2734,13.1993244185405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,7,47.5361,-121.871,401,1,17,17,224.82526,678.842221,224.82526,0,224.82526,518.120031,13.0856993930327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,0,3,9,47.3059,-122.108,5497,0,26,26,377.18618,3309.297763,188.59309,188.59309,274.06385,3275.666877,12.9091701569433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,2,0,4,3,9,47.4992,-122.06,2068,0,19,19,414.34738,25022.958535,309.36699,104.98039,248.05101,10724.164902,13.6333289913712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,2,0,0,3,6,47.4999,-122.268,197,0,67,67,130.0642,678.1919,130.0642,0,133.78032,1005.674975,12.2548628096996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,3,1,0,0,3,8,47.546,-122.175,92,2,53,0,265.70258,1658.597259,132.85129,132.85129,178.37376,1249.731156,13.610943392223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2.75,2,0,0,3,8,47.7052,-122.343,105,6,6,6,127.27711,105.90942,100.33524,26.94187,127.27711,101.26427,12.7910776674704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,7,47.7453,-121.984,370,5,10,10,195.0963,332.035322,157.00607,38.09023,183.01891,275.178686,12.7656884334656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5,2,0,0,3,8,47.463,-122.008,4420,0,30,30,224.82526,4638.460984,172.79958,52.02568,243.40586,3465.374803,12.9692121979102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,3,7,47.5293,-122.354,131,1,61,61,117.98681,371.612,104.05136,13.93545,113.34166,427.3538,12.9831242983123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3.5,2,0,2,3,8,47.562,-122.279,234,20,46,46,278.709,587.14696,222.9672,55.7418,159.79316,590.86308,13.4298480771523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,4,7,47.6877,-122.325,212,9,109,109,119.84487,431.99895,119.84487,0,152.36092,362.3217,13.1102907961701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2.5,3,0,0,3,8,47.6765,-122.389,153,17,11,11,229.47041,236.90265,229.47041,0,117.98681,284.28318,13.507625778195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1.75,1,0,0,3,7,47.3424,-122.308,476,0,49,49,143.07062,668.9016,117.05778,26.01284,143.07062,781.871648,12.3059179804999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,3,7,47.3679,-122.088,302,0,34,34,108.69651,765.427817,108.69651,0,109.62554,730.774998,12.2307652581205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.75,1,0,0,3,7,47.5351,-122.353,207,1,47,47,151.43189,371.612,102.1933,49.23859,120.7739,371.612,12.5602444592508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
